signer0_sample483,86
signer0_sample486,61
signer0_sample487,11
signer0_sample488,15
signer0_sample490,24
signer0_sample492,8
signer0_sample498,22
signer0_sample499,87
signer0_sample501,18
signer0_sample506,90
signer0_sample507,3
signer0_sample508,46
signer0_sample515,0
signer0_sample516,32
signer0_sample517,77
signer0_sample518,79
signer0_sample520,85
signer0_sample523,69
signer0_sample524,39
signer0_sample526,74
signer0_sample527,26
signer0_sample530,57
signer0_sample531,38
signer0_sample533,54
signer0_sample535,6
signer0_sample539,61
signer0_sample547,50
signer0_sample548,12
signer0_sample556,39
signer0_sample557,83
signer0_sample559,27
signer0_sample560,62
signer0_sample563,63
signer0_sample566,61
signer0_sample575,49
signer0_sample576,43
signer0_sample577,71
signer0_sample579,66
signer0_sample582,42
signer0_sample590,15
signer0_sample591,21
signer0_sample593,23
signer0_sample594,93
signer0_sample597,14
signer0_sample598,49
signer0_sample599,60
signer0_sample605,38
signer0_sample609,28
signer0_sample615,34
signer0_sample617,1
signer0_sample620,46
signer0_sample621,60
signer0_sample623,36
signer0_sample624,74
signer0_sample627,32
signer0_sample628,75
signer0_sample630,21
signer0_sample635,73
signer0_sample636,88
signer0_sample637,78
signer0_sample638,92
signer0_sample645,97
signer0_sample646,70
signer0_sample649,92
signer0_sample650,12
signer0_sample652,31
signer0_sample654,16
signer0_sample661,8
signer0_sample663,66
signer0_sample665,95
signer0_sample670,5
signer0_sample674,32
signer0_sample675,82
signer0_sample677,55
signer0_sample678,99
signer0_sample679,92
signer0_sample681,95
signer0_sample687,43
signer0_sample694,94
signer0_sample695,10
signer0_sample697,75
signer0_sample699,4
signer0_sample702,53
signer0_sample708,20
signer0_sample710,86
signer0_sample712,90
signer0_sample713,12
signer0_sample714,66
signer0_sample717,67
signer0_sample718,33
signer0_sample719,81
signer0_sample720,80
signer0_sample721,92
signer0_sample722,60
signer0_sample723,93
signer0_sample724,44
signer0_sample727,42
signer0_sample730,57
signer0_sample733,54
signer0_sample737,5
signer0_sample741,65
signer0_sample744,48
signer0_sample749,58
signer0_sample750,29
signer0_sample752,34
signer0_sample753,61
signer0_sample754,81
signer0_sample755,8
signer0_sample758,76
signer0_sample759,72
signer0_sample760,95
signer0_sample761,82
signer0_sample765,53
signer0_sample766,17
signer0_sample767,19
signer0_sample768,99
signer0_sample769,73
signer0_sample770,65
signer0_sample771,51
signer0_sample774,40
signer0_sample775,6
signer0_sample779,22
signer0_sample780,17
signer0_sample785,38
signer0_sample786,44
signer0_sample789,64
signer0_sample790,71
signer0_sample791,17
signer0_sample792,12
signer0_sample794,10
signer0_sample795,51
signer0_sample797,27
signer0_sample798,29
signer0_sample799,49
signer0_sample803,48
signer0_sample806,83
signer0_sample808,41
signer0_sample809,42
signer0_sample811,75
signer0_sample812,7
signer0_sample814,89
signer0_sample820,70
signer0_sample823,87
signer0_sample824,45
signer0_sample825,84
signer0_sample831,21
signer0_sample836,72
signer0_sample838,39
signer0_sample841,15
signer0_sample843,64
signer0_sample844,90
signer0_sample845,52
signer0_sample846,48
signer0_sample847,85
signer0_sample848,95
signer0_sample852,33
signer0_sample858,93
signer0_sample863,78
signer0_sample864,4
signer0_sample865,65
signer0_sample866,95
signer0_sample867,97
signer0_sample869,90
signer0_sample870,51
signer0_sample873,12
signer0_sample878,64
signer0_sample881,51
signer0_sample884,29
signer0_sample886,56
signer0_sample889,46
signer0_sample891,6
signer0_sample892,0
signer0_sample897,13
signer0_sample898,52
signer0_sample902,41
signer0_sample904,89
signer0_sample906,23
signer0_sample907,11
signer0_sample909,72
signer0_sample910,96
signer0_sample911,86
signer0_sample918,44
signer0_sample920,85
signer0_sample923,43
signer0_sample924,81
signer0_sample927,45
signer0_sample928,89
signer0_sample933,32
signer0_sample934,67
signer0_sample936,3
signer0_sample937,42
signer0_sample938,76
signer0_sample939,61
signer0_sample940,7
signer0_sample942,38
signer0_sample943,24
signer0_sample950,39
signer0_sample953,85
signer0_sample956,12
signer0_sample960,43
signer0_sample964,74
signer0_sample965,25
signer0_sample966,30
signer0_sample970,41
signer0_sample973,26
signer0_sample974,82
signer0_sample983,41
signer0_sample984,97
signer0_sample985,44
signer0_sample987,30
signer0_sample990,8
signer0_sample994,2
signer0_sample995,36
signer0_sample997,4
signer0_sample1002,97
signer0_sample1003,36
signer0_sample1009,83
signer0_sample1010,75
signer0_sample1013,62
signer0_sample1015,83
signer0_sample1018,10
signer0_sample1019,2
signer0_sample1021,30
signer0_sample1022,20
signer0_sample1024,47
signer0_sample1028,20
signer0_sample1029,84
signer0_sample1030,18
signer0_sample1034,0
signer0_sample1035,24
signer0_sample1037,67
signer0_sample1039,14
signer0_sample1044,0
signer0_sample1046,80
signer0_sample1052,78
signer0_sample1053,44
signer0_sample1057,10
signer0_sample1059,69
signer0_sample1060,96
signer0_sample1061,7
signer0_sample1062,32
signer0_sample1064,16
signer0_sample1067,48
signer0_sample1071,36
signer0_sample1075,66
signer0_sample1076,30
signer0_sample1078,29
signer0_sample1079,69
signer0_sample1081,40
signer0_sample1086,4
signer0_sample1087,96
signer0_sample1088,18
signer0_sample1089,9
signer0_sample1090,85
signer0_sample1091,14
signer0_sample1093,62
signer0_sample1096,37
signer0_sample1100,30
signer0_sample1102,47
signer0_sample1103,31
signer0_sample1107,5
signer0_sample1108,71
signer0_sample1114,9
signer0_sample1116,54
signer0_sample1118,31
signer0_sample1124,98
signer0_sample1125,56
signer0_sample1127,81
signer0_sample1129,92
signer0_sample1130,48
signer0_sample1133,36
signer0_sample1134,53
signer0_sample1135,99
signer0_sample1136,69
signer0_sample1137,41
signer0_sample1138,22
signer0_sample1140,16
signer0_sample1141,9
signer0_sample1142,4
signer0_sample1143,34
signer0_sample1146,90
signer0_sample1147,37
signer0_sample1148,52
signer0_sample1150,81
signer0_sample1151,77
signer0_sample1154,55
signer0_sample1155,28
signer0_sample1158,82
signer0_sample1160,20
signer0_sample1161,26
signer0_sample1163,19
signer0_sample1166,30
signer0_sample1168,19
signer0_sample1170,13
signer0_sample1172,77
signer0_sample1177,93
signer0_sample1178,35
signer0_sample1179,18
signer0_sample1180,73
signer0_sample1181,72
signer0_sample1184,59
signer0_sample1186,57
signer0_sample1189,91
signer0_sample1191,27
signer0_sample1192,69
signer0_sample1193,17
signer0_sample1196,59
signer0_sample1200,13
signer0_sample1202,76
signer0_sample1203,6
signer0_sample1204,88
signer0_sample1207,37
signer0_sample1209,65
signer0_sample1210,79
signer0_sample1211,92
signer0_sample1213,20
signer0_sample1217,55
signer0_sample1219,0
signer0_sample1220,57
signer0_sample1221,58
signer0_sample1223,2
signer0_sample1224,68
signer0_sample1225,26
signer0_sample1227,35
signer0_sample1228,52
signer0_sample1229,79
signer0_sample1231,22
signer0_sample1232,91
signer0_sample1233,43
signer0_sample1239,54
signer0_sample1241,90
signer0_sample1246,22
signer0_sample1250,79
signer0_sample1251,40
signer0_sample1252,13
signer0_sample1254,45
signer0_sample1255,23
signer0_sample1256,86
signer0_sample1257,36
signer0_sample1258,74
signer0_sample1259,28
signer0_sample1260,48
signer0_sample1265,10
signer0_sample1266,10
signer0_sample1267,51
signer0_sample1270,55
signer0_sample1271,1
signer0_sample1273,55
signer0_sample1274,45
signer0_sample1279,68
signer0_sample1281,14
signer0_sample1282,98
signer0_sample1283,96
signer0_sample1284,67
signer0_sample1285,7
signer0_sample1286,40
signer0_sample1288,33
signer0_sample1290,88
signer0_sample1291,94
signer0_sample1293,7
signer0_sample1298,33
signer0_sample1299,65
signer0_sample1300,99
signer0_sample1301,78
signer0_sample1302,54
signer0_sample1303,75
signer0_sample1304,91
signer0_sample1305,86
signer0_sample1307,64
signer0_sample1308,32
signer0_sample1310,11
signer0_sample1313,52
signer0_sample1315,91
signer0_sample1316,46
signer0_sample1323,31
signer0_sample1324,28
signer0_sample1327,49
signer0_sample1329,39
signer0_sample1330,34
signer0_sample1331,27
signer0_sample1333,99
signer0_sample1336,59
signer0_sample1339,45
signer0_sample1340,33
signer0_sample1341,87
signer0_sample1345,53
signer0_sample1349,99
signer2_sample4,83
signer2_sample5,52
signer2_sample8,15
signer2_sample10,67
signer2_sample12,8
signer2_sample14,73
signer2_sample17,68
signer2_sample18,83
signer2_sample19,82
signer2_sample20,94
signer2_sample21,1
signer2_sample23,10
signer2_sample27,77
signer2_sample28,47
signer2_sample29,26
signer2_sample31,48
signer2_sample36,76
signer2_sample38,40
signer2_sample39,25
signer2_sample40,91
signer2_sample48,99
signer2_sample51,90
signer2_sample52,63
signer2_sample53,1
signer2_sample55,48
signer2_sample56,92
signer2_sample62,77
signer2_sample64,36
signer2_sample65,61
signer2_sample68,84
signer2_sample69,32
signer2_sample70,54
signer2_sample73,24
signer2_sample75,51
signer2_sample76,33
signer2_sample79,16
signer2_sample80,7
signer2_sample82,19
signer2_sample83,81
signer2_sample85,72
signer2_sample86,19
signer2_sample88,48
signer2_sample92,47
signer2_sample95,52
signer2_sample96,70
signer2_sample100,49
signer2_sample102,14
signer2_sample103,63
signer2_sample104,69
signer2_sample107,44
signer2_sample110,25
signer2_sample112,76
signer2_sample113,7
signer2_sample115,30
signer2_sample116,0
signer2_sample119,90
signer2_sample120,64
signer2_sample123,89
signer2_sample124,35
signer2_sample125,28
signer2_sample126,61
signer2_sample128,18
signer2_sample131,2
signer2_sample132,60
signer2_sample134,14
signer2_sample136,8
signer2_sample139,83
signer2_sample142,6
signer2_sample143,74
signer2_sample144,20
signer2_sample145,49
signer2_sample153,96
signer2_sample156,55
signer2_sample158,12
signer2_sample160,40
signer2_sample161,70
signer2_sample162,24
signer2_sample167,64
signer2_sample169,79
signer2_sample175,51
signer2_sample177,59
signer2_sample183,12
signer2_sample186,9
signer2_sample187,14
signer2_sample188,27
signer2_sample190,58
signer2_sample191,33
signer2_sample197,94
signer2_sample199,66
signer2_sample200,72
signer2_sample201,40
signer2_sample203,50
signer2_sample205,33
signer2_sample207,78
signer2_sample209,14
signer2_sample212,86
signer2_sample214,61
signer2_sample216,53
signer2_sample217,23
signer2_sample224,41
signer2_sample225,94
signer2_sample231,60
signer2_sample235,72
signer2_sample237,52
signer2_sample239,46
signer2_sample240,92
signer2_sample242,9
signer2_sample246,22
signer2_sample247,47
signer2_sample249,41
signer2_sample250,85
signer2_sample254,25
signer2_sample256,56
signer2_sample259,62
signer2_sample266,31
signer2_sample267,1
signer2_sample269,18
signer2_sample271,34
signer2_sample272,15
signer2_sample273,22
signer2_sample274,11
signer2_sample279,15
signer2_sample282,91
signer2_sample284,89
signer2_sample286,90
signer2_sample288,80
signer2_sample289,34
signer2_sample293,38
signer2_sample297,27
signer2_sample299,20
signer2_sample302,44
signer2_sample304,83
signer2_sample305,32
signer2_sample306,43
signer2_sample309,42
signer2_sample310,17
signer2_sample311,55
signer2_sample312,42
signer2_sample314,29
signer2_sample315,74
signer2_sample317,60
signer2_sample318,66
signer2_sample321,44
signer2_sample323,68
signer2_sample325,73
signer2_sample326,76
signer2_sample327,25
signer2_sample328,96
signer2_sample334,83
signer2_sample336,13
signer2_sample337,66
signer2_sample341,98
signer2_sample342,59
signer2_sample343,57
signer2_sample344,49
signer2_sample346,44
signer2_sample351,99
signer2_sample358,65
signer2_sample360,23
signer2_sample362,90
signer2_sample365,35
signer2_sample370,11
signer2_sample371,60
signer2_sample373,58
signer2_sample374,96
signer2_sample379,78
signer2_sample382,4
signer2_sample383,79
signer2_sample386,97
signer2_sample387,0
signer2_sample390,65
signer2_sample394,72
signer2_sample399,91
signer2_sample402,54
signer2_sample403,13
signer2_sample405,80
signer2_sample406,24
signer2_sample407,59
signer2_sample409,83
signer2_sample412,17
signer2_sample413,42
signer2_sample414,15
signer2_sample419,21
signer2_sample421,70
signer2_sample424,12
signer2_sample425,93
signer2_sample426,57
signer2_sample429,51
signer2_sample430,10
signer2_sample432,29
signer2_sample434,37
signer2_sample435,80
signer2_sample437,34
signer2_sample440,47
signer2_sample441,84
signer2_sample442,49
signer2_sample443,88
signer2_sample448,20
signer2_sample449,69
signer2_sample451,80
signer2_sample452,37
signer2_sample456,30
signer2_sample458,88
signer2_sample462,65
signer2_sample465,98
signer2_sample468,4
signer2_sample469,2
signer2_sample475,88
signer2_sample476,54
signer2_sample482,82
signer2_sample484,77
signer2_sample485,43
signer2_sample488,81
signer2_sample489,30
signer2_sample490,97
signer2_sample494,6
signer2_sample496,65
signer2_sample498,4
signer2_sample499,31
signer2_sample502,16
signer2_sample509,95
signer2_sample510,61
signer2_sample511,77
signer2_sample513,79
signer2_sample515,96
signer2_sample516,47
signer2_sample523,6
signer2_sample525,10
signer2_sample529,10
signer2_sample531,81
signer2_sample536,92
signer2_sample542,23
signer2_sample543,75
signer2_sample547,13
signer2_sample549,75
signer2_sample550,3
signer2_sample553,91
signer2_sample555,57
signer2_sample556,33
signer2_sample557,68
signer2_sample559,11
signer2_sample561,3
signer2_sample562,11
signer2_sample563,87
signer2_sample568,97
signer2_sample571,39
signer2_sample573,75
signer2_sample574,45
signer2_sample575,29
signer2_sample578,61
signer2_sample579,82
signer2_sample580,62
signer2_sample582,25
signer2_sample586,29
signer2_sample587,82
signer2_sample592,99
signer2_sample594,35
signer2_sample598,55
signer2_sample600,19
signer2_sample601,35
signer2_sample602,4
signer2_sample607,13
signer2_sample612,27
signer2_sample614,96
signer2_sample616,75
signer2_sample617,36
signer2_sample618,28
signer2_sample623,77
signer2_sample625,37
signer2_sample627,66
signer2_sample628,31
signer2_sample629,38
signer2_sample631,61
signer2_sample632,71
signer2_sample637,6
signer2_sample638,78
signer2_sample639,28
signer2_sample640,71
signer2_sample646,4
signer2_sample647,65
signer2_sample648,7
signer2_sample653,43
signer2_sample654,89
signer2_sample658,35
signer2_sample659,7
signer2_sample661,32
signer2_sample663,77
signer2_sample664,21
signer2_sample666,2
signer2_sample667,3
signer2_sample669,86
signer2_sample670,3
signer2_sample671,87
signer2_sample681,95
signer2_sample682,46
signer2_sample689,99
signer2_sample691,22
signer2_sample692,89
signer2_sample698,53
signer2_sample704,0
signer2_sample705,88
signer2_sample706,53
signer2_sample707,22
signer2_sample709,84
signer2_sample714,49
signer2_sample716,81
signer2_sample717,49
signer2_sample718,27
signer2_sample719,98
signer2_sample721,74
signer2_sample722,24
signer2_sample724,82
signer2_sample726,86
signer2_sample728,84
signer2_sample730,67
signer2_sample731,9
signer2_sample733,86
signer2_sample735,26
signer2_sample736,88
signer2_sample743,10
signer2_sample744,31
signer2_sample745,34
signer2_sample746,92
signer2_sample748,54
signer2_sample750,5
signer2_sample754,91
signer2_sample757,5
signer2_sample759,72
signer2_sample760,32
signer2_sample761,41
signer2_sample763,68
signer2_sample766,26
signer2_sample771,20
signer2_sample772,40
signer2_sample773,67
signer2_sample775,10
signer2_sample779,9
signer2_sample780,78
signer2_sample786,5
signer2_sample787,53
signer2_sample788,42
signer2_sample789,46
signer2_sample791,85
signer2_sample792,2
signer2_sample794,44
signer2_sample795,38
signer2_sample797,58
signer2_sample799,73
signer2_sample802,38
signer2_sample803,84
signer2_sample805,1
signer2_sample806,50
signer2_sample808,50
signer2_sample809,8
signer2_sample810,46
signer2_sample811,20
signer2_sample812,59
signer2_sample813,53
signer2_sample815,85
signer2_sample817,86
signer2_sample819,46
signer2_sample820,21
signer2_sample823,60
signer2_sample827,87
signer2_sample828,17
signer2_sample829,30
signer2_sample837,93
signer2_sample840,71
signer2_sample841,26
signer2_sample842,21
signer2_sample843,6
signer2_sample849,85
signer2_sample850,24
signer2_sample851,52
signer2_sample852,94
signer2_sample854,22
signer2_sample855,85
signer2_sample857,70
signer2_sample859,71
signer2_sample862,55
signer2_sample863,65
signer2_sample864,28
signer2_sample866,63
signer2_sample871,5
signer2_sample872,76
signer2_sample873,7
signer2_sample874,98
signer2_sample876,8
signer2_sample877,11
signer2_sample878,45
signer2_sample879,19
signer2_sample882,97
signer2_sample885,36
signer2_sample886,75
signer2_sample887,5
signer2_sample891,23
signer2_sample895,97
signer2_sample896,40
signer2_sample897,48
signer2_sample898,78
signer2_sample900,67
signer2_sample906,69
signer2_sample910,43
signer2_sample914,19
signer2_sample915,18
signer2_sample916,63
signer2_sample918,23
signer2_sample919,55
signer2_sample920,69
signer2_sample924,90
signer2_sample926,48
signer2_sample931,87
signer2_sample932,72
signer2_sample933,93
signer2_sample935,62
signer2_sample936,79
signer2_sample938,52
signer2_sample940,39
signer2_sample942,60
signer2_sample943,48
signer2_sample944,57
signer2_sample945,71
signer2_sample946,85
signer2_sample947,34
signer2_sample949,75
signer2_sample950,93
signer2_sample951,0
signer2_sample953,81
signer2_sample956,16
signer2_sample963,19
signer2_sample964,64
signer2_sample965,51
signer2_sample966,88
signer2_sample970,13
signer2_sample975,94
signer2_sample980,64
signer2_sample984,3
signer2_sample992,2
signer2_sample994,53
signer2_sample995,90
signer2_sample998,79
signer2_sample999,95
signer2_sample1000,13
signer2_sample1002,92
signer2_sample1003,51
signer2_sample1004,37
signer2_sample1009,33
signer2_sample1011,26
signer2_sample1013,50
signer2_sample1014,17
signer2_sample1017,80
signer2_sample1022,15
signer2_sample1023,70
signer2_sample1024,42
signer2_sample1028,21
signer2_sample1029,69
signer2_sample1031,39
signer2_sample1038,41
signer2_sample1039,67
signer2_sample1040,87
signer2_sample1042,52
signer2_sample1043,76
signer2_sample1045,43
signer2_sample1047,18
signer2_sample1049,15
signer2_sample1051,38
signer2_sample1056,31
signer2_sample1057,16
signer2_sample1058,93
signer2_sample1060,50
signer2_sample1064,11
signer2_sample1065,56
signer2_sample1067,70
signer2_sample1072,58
signer2_sample1073,39
signer2_sample1074,66
signer2_sample1075,84
signer2_sample1076,12
signer2_sample1077,45
signer2_sample1078,18
signer2_sample1079,25
signer2_sample1081,39
signer2_sample1082,54
signer2_sample1083,9
signer2_sample1085,29
signer2_sample1086,55
signer2_sample1087,94
signer2_sample1088,69
signer2_sample1090,73
signer2_sample1091,89
signer2_sample1095,39
signer2_sample1096,98
signer2_sample1097,8
signer2_sample1099,16
signer2_sample1100,5
signer2_sample1101,82
signer2_sample1104,54
signer2_sample1105,44
signer2_sample1107,18
signer2_sample1114,57
signer2_sample1120,95
signer2_sample1124,64
signer2_sample1125,63
signer2_sample1126,95
signer2_sample1130,28
signer2_sample1132,20
signer2_sample1134,29
signer2_sample1137,68
signer2_sample1140,17
signer2_sample1142,93
signer2_sample1144,27
signer2_sample1145,56
signer2_sample1147,99
signer2_sample1148,74
signer2_sample1152,51
signer2_sample1153,56
signer2_sample1157,30
signer2_sample1158,17
signer2_sample1159,22
signer2_sample1160,41
signer2_sample1162,26
signer2_sample1164,12
signer2_sample1167,7
signer2_sample1168,42
signer2_sample1173,12
signer2_sample1174,78
signer2_sample1175,3
signer2_sample1178,28
signer2_sample1180,4
signer2_sample1182,67
signer2_sample1185,14
signer2_sample1186,91
signer2_sample1187,2
signer2_sample1188,64
signer2_sample1190,95
signer2_sample1197,96
signer2_sample1198,62
signer2_sample1200,73
signer2_sample1201,31
signer2_sample1203,79
signer2_sample1207,23
signer2_sample1209,40
signer2_sample1213,32
signer2_sample1215,97
signer2_sample1216,37
signer2_sample1220,56
signer2_sample1221,73
signer2_sample1222,9
signer2_sample1223,32
signer2_sample1229,74
signer2_sample1230,58
signer2_sample1232,68
signer2_sample1234,8
signer2_sample1235,37
signer2_sample1238,87
signer2_sample1239,45
signer2_sample1240,34
signer2_sample1241,14
signer2_sample1242,41
signer2_sample1244,45
signer2_sample1245,99
signer2_sample1246,59
signer2_sample1248,45
signer2_sample1249,98
signer2_sample1250,56
signer2_sample1254,43
signer2_sample1255,36
signer2_sample1258,38
signer2_sample1263,33
signer2_sample1266,1
signer2_sample1271,1
signer2_sample1278,63
signer2_sample1279,24
signer2_sample1287,80
signer2_sample1288,27
signer2_sample1289,76
signer2_sample1290,74
signer2_sample1292,36
signer2_sample1301,92
signer2_sample1302,16
signer2_sample1305,81
signer2_sample1307,46
signer2_sample1309,62
signer2_sample1310,21
signer2_sample1316,30
signer2_sample1317,35
signer2_sample1321,0
signer2_sample1323,36
signer2_sample1324,58
signer2_sample1328,86
signer2_sample1329,6
signer2_sample1331,59
signer2_sample1337,71
signer2_sample1338,0
signer2_sample1342,57
signer2_sample1344,62
signer2_sample1347,50
signer2_sample1348,47
signer2_sample1353,89
signer2_sample1354,66
signer3_sample8,80
signer3_sample9,9
signer3_sample12,90
signer3_sample13,25
signer3_sample16,40
signer3_sample17,57
signer3_sample18,24
signer3_sample19,98
signer3_sample20,84
signer3_sample21,77
signer3_sample22,47
signer3_sample23,4
signer3_sample24,5
signer3_sample27,13
signer3_sample28,96
signer3_sample36,59
signer3_sample37,86
signer3_sample41,32
signer3_sample51,58
signer3_sample55,14
signer3_sample56,20
signer3_sample57,81
signer3_sample59,14
signer3_sample60,15
signer3_sample63,71
signer3_sample67,81
signer3_sample68,5
signer3_sample72,26
signer3_sample73,21
signer3_sample75,11
signer3_sample76,52
signer3_sample79,83
signer3_sample80,2
signer3_sample82,6
signer3_sample83,2
signer3_sample84,42
signer3_sample86,12
signer3_sample87,17
signer3_sample88,91
signer3_sample91,23
signer3_sample92,69
signer3_sample94,76
signer3_sample96,94
signer3_sample101,79
signer3_sample103,13
signer3_sample108,19
signer3_sample115,40
signer3_sample116,10
signer3_sample120,42
signer3_sample122,26
signer3_sample123,51
signer3_sample125,66
signer3_sample126,35
signer3_sample128,3
signer3_sample131,1
signer3_sample132,61
signer3_sample133,80
signer3_sample135,22
signer3_sample139,30
signer3_sample141,75
signer3_sample142,50
signer3_sample143,41
signer3_sample144,32
signer3_sample150,83
signer3_sample153,70
signer3_sample159,9
signer3_sample161,11
signer3_sample162,26
signer3_sample163,56
signer3_sample165,45
signer3_sample169,56
signer3_sample172,32
signer3_sample173,3
signer3_sample178,92
signer3_sample179,62
signer3_sample181,10
signer3_sample186,17
signer3_sample187,48
signer3_sample189,69
signer3_sample190,88
signer3_sample191,67
signer3_sample193,48
signer3_sample195,82
signer3_sample201,23
signer3_sample203,78
signer3_sample204,52
signer3_sample205,24
signer3_sample207,8
signer3_sample208,51
signer3_sample209,23
signer3_sample211,66
signer3_sample213,6
signer3_sample214,95
signer3_sample215,70
signer3_sample217,57
signer3_sample218,53
signer3_sample219,42
signer3_sample220,63
signer3_sample221,71
signer3_sample222,75
signer3_sample223,13
signer3_sample224,10
signer3_sample225,33
signer3_sample227,20
signer3_sample231,90
signer3_sample233,60
signer3_sample235,73
signer3_sample238,16
signer3_sample239,65
signer3_sample240,84
signer3_sample241,76
signer3_sample242,82
signer3_sample249,99
signer3_sample254,4
signer3_sample261,25
signer3_sample263,68
signer3_sample264,20
signer3_sample267,55
signer3_sample270,74
signer3_sample271,51
signer3_sample272,9
signer3_sample273,63
signer3_sample276,53
signer3_sample282,95
signer3_sample285,19
signer3_sample289,89
signer3_sample290,97
signer3_sample294,91
signer3_sample298,59
signer3_sample299,31
signer3_sample300,31
signer3_sample301,59
signer3_sample302,27
signer3_sample303,72
signer3_sample304,85
signer3_sample306,35
signer3_sample307,93
signer3_sample309,60
signer3_sample312,58
signer3_sample313,54
signer3_sample314,87
signer3_sample316,45
signer3_sample319,45
signer3_sample320,28
signer3_sample323,50
signer3_sample324,18
signer3_sample325,66
signer3_sample326,94
signer3_sample328,74
signer3_sample329,69
signer3_sample332,29
signer3_sample333,81
signer3_sample337,62
signer3_sample338,24
signer3_sample341,90
signer3_sample342,5
signer3_sample345,87
signer3_sample346,7
signer3_sample348,89
signer3_sample351,43
signer3_sample355,30
signer3_sample356,94
signer3_sample358,0
signer3_sample359,63
signer3_sample361,61
signer3_sample362,79
signer3_sample363,70
signer3_sample368,35
signer3_sample370,65
